State,Centre,Commodity,Variety,Unit,Category,Date,Retail Price
Uttar Pradesh,Kanpur,Coffee,Instant,500gm. Pkt,Food,SEP-2010,68.0
Uttar Pradesh,Saharanpur,Coffee,Instant,500gm. Pkt,Food,SEP-2010,485.0
West Bengal,Asansol,Coffee,Powdered,Kg.,Food,SEP-2010,930.0
West Bengal,Kolkata,Coffee,Instant,500gm. Pkt,Food,SEP-2010,310.0
Andhra Pradesh,Chittoor,Coffee,Instant,500gm. Pkt,Food,OCT-2010,65.0
Andhra Pradesh,Chittoor,Coffee,Powdered,Kg.,Food,OCT-2010,220.0
Andhra Pradesh,Guntur,Coffee,Instant,500gm. Pkt,Food,OCT-2010,390.0
Andhra Pradesh,Guntur,Coffee,Powdered,Kg.,Food,OCT-2010,250.0
Andhra Pradesh,Kurnool,Coffee,Instant,500gm. Pkt,Food,OCT-2010,39.0
Andhra Pradesh,Kurnool,Coffee,Powdered,Kg.,Food,OCT-2010,160.0
Andhra Pradesh,Vishakhapatnam,Coffee,Instant,500gm. Pkt,Food,OCT-2010,140.0
Andhra Pradesh,Vishakhapatnam,Coffee,Powdered,Kg.,Food,OCT-2010,220.0
Assam,Dibrugarh,Coffee,Instant,500gm. Pkt,Food,OCT-2010,525.0
Assam,Dispur,Coffee,Instant,500gm. Pkt,Food,OCT-2010,575.0
Assam,Dispur,Coffee,Powdered,Kg.,Food,OCT-2010,185.0
Bihar,Patna,Coffee,Instant,500gm. Pkt,Food,OCT-2010,670.0
Goa,Panaji,Coffee,Instant,500gm. Pkt,Food,OCT-2010,650.0
Goa,Panaji,Coffee,Powdered,Kg.,Food,OCT-2010,160.0
Gujarat,Gandhi Nagar,Coffee,Instant,500gm. Pkt,Food,OCT-2010,64.0
Gujarat,Gandhi Nagar,Coffee,Powdered,Kg.,Food,OCT-2010,32.0
Haryana,Hissar,Coffee,Instant,500gm. Pkt,Food,OCT-2010,350.0
Haryana,Karnal,Coffee,Instant,500gm. Pkt,Food,OCT-2010,480.0
Jammu Kashmir,Jammu,Coffee,Instant,500gm. Pkt,Food,OCT-2010,73.0
Jammu Kashmir,Jammu,Coffee,Powdered,Kg.,Food,OCT-2010,120.0
Karnataka,Hubli,Coffee,Powdered,Kg.,Food,OCT-2010,200.0
Karnataka,Tumkur,Coffee,Instant,500gm. Pkt,Food,OCT-2010,120.0
Karnataka,Tumkur,Coffee,Powdered,Kg.,Food,OCT-2010,180.0
Kerala,Trivandrum,Coffee,Instant,500gm. Pkt,Food,OCT-2010,390.0
Kerala,Trivandrum,Coffee,Powdered,Kg.,Food,OCT-2010,200.0
Madhya Pradesh,Bhopal,Coffee,Instant,500gm. Pkt,Food,OCT-2010,489.0
Meghalaya,Shillong,Coffee,Instant,500gm. Pkt,Food,OCT-2010,68.0
Mizoram,Aizwal,Coffee,Instant,500gm. Pkt,Food,OCT-2010,680.0
Mizoram,Aizwal,Coffee,Powdered,Kg.,Food,OCT-2010,225.0
Orissa,Bhubneshwar,Coffee,Instant,500gm. Pkt,Food,OCT-2010,650.0
Punjab,Amritsar,Coffee,Instant,500gm. Pkt,Food,OCT-2010,500.0
Punjab,Ludhiana,Coffee,Instant,500gm. Pkt,Food,OCT-2010,400.0
Rajasthan,Dausa,Coffee,Instant,500gm. Pkt,Food,OCT-2010,550.0
Rajasthan,Dausa,Coffee,Powdered,Kg.,Food,OCT-2010,300.0
Rajasthan,Udaipur,Coffee,Instant,500gm. Pkt,Food,OCT-2010,575.0
Rajasthan,Udaipur,Coffee,Powdered,Kg.,Food,OCT-2010,1100.0
Telangana,Hyderabad,Coffee,Instant,500gm. Pkt,Food,OCT-2010,319.0
Telangana,Hyderabad,Coffee,Powdered,Kg.,Food,OCT-2010,180.0
Union Territories,Portblair,Coffee,Instant,500gm. Pkt,Food,OCT-2010,70.0
Union Territories,Portblair,Coffee,Powdered,Kg.,Food,OCT-2010,227.0
Uttar Pradesh,Agra,Coffee,Instant,500gm. Pkt,Food,OCT-2010,700.0
Uttar Pradesh,Agra,Coffee,Powdered,Kg.,Food,OCT-2010,1400.0
Uttar Pradesh,Allahabad,Coffee,Instant,500gm. Pkt,Food,OCT-2010,605.0
Uttar Pradesh,Gorakhpur,Coffee,Instant,500gm. Pkt,Food,OCT-2010,440.0
Uttar Pradesh,Gorakhpur,Coffee,Powdered,Kg.,Food,OCT-2010,425.0
Uttar Pradesh,Kanpur,Coffee,Powdered,Kg.,Food,OCT-2010,68.0
Uttar Pradesh,Saharanpur,Coffee,Instant,500gm. Pkt,Food,OCT-2010,485.0
West Bengal,Asansol,Coffee,Powdered,Kg.,Food,OCT-2010,930.0
West Bengal,Kolkata,Coffee,Instant,500gm. Pkt,Food,OCT-2010,310.0
Andhra Pradesh,Chittoor,Coffee,Instant,500gm. Pkt,Food,NOV-2010,65.0
Andhra Pradesh,Chittoor,Coffee,Powdered,Kg.,Food,NOV-2010,220.0
Andhra Pradesh,Guntur,Coffee,Instant,500gm. Pkt,Food,NOV-2010,400.0
Andhra Pradesh,Guntur,Coffee,Powdered,Kg.,Food,NOV-2010,210.0
Andhra Pradesh,Kurnool,Coffee,Instant,500gm. Pkt,Food,NOV-2010,39.0
Andhra Pradesh,Kurnool,Coffee,Powdered,Kg.,Food,NOV-2010,160.0
Andhra Pradesh,Vishakhapatnam,Coffee,Instant,500gm. Pkt,Food,NOV-2010,140.0
Andhra Pradesh,Vishakhapatnam,Coffee,Powdered,Kg.,Food,NOV-2010,220.0
Assam,Dibrugarh,Coffee,Instant,500gm. Pkt,Food,NOV-2010,525.0
Assam,Dispur,Coffee,Instant,500gm. Pkt,Food,NOV-2010,575.0
Assam,Dispur,Coffee,Powdered,Kg.,Food,NOV-2010,185.0
Bihar,Patna,Coffee,Instant,500gm. Pkt,Food,NOV-2010,670.0
Goa,Panaji,Coffee,Instant,500gm. Pkt,Food,NOV-2010,650.0
Goa,Panaji,Coffee,Powdered,Kg.,Food,NOV-2010,160.0
Gujarat,Gandhi Nagar,Coffee,Instant,500gm. Pkt,Food,NOV-2010,64.0
Gujarat,Gandhi Nagar,Coffee,Powdered,Kg.,Food,NOV-2010,32.0
Haryana,Hissar,Coffee,Instant,500gm. Pkt,Food,NOV-2010,350.0
Haryana,Karnal,Coffee,Instant,500gm. Pkt,Food,NOV-2010,480.0
Jammu Kashmir,Jammu,Coffee,Instant,500gm. Pkt,Food,NOV-2010,73.0
Jammu Kashmir,Jammu,Coffee,Powdered,Kg.,Food,NOV-2010,120.0
Karnataka,Hubli,Coffee,Powdered,Kg.,Food,NOV-2010,200.0
Kerala,Trivandrum,Coffee,Instant,500gm. Pkt,Food,NOV-2010,390.0
Kerala,Trivandrum,Coffee,Powdered,Kg.,Food,NOV-2010,200.0
Madhya Pradesh,Bhopal,Coffee,Instant,500gm. Pkt,Food,NOV-2010,530.0
Meghalaya,Shillong,Coffee,Instant,500gm. Pkt,Food,NOV-2010,68.0
Mizoram,Aizwal,Coffee,Instant,500gm. Pkt,Food,NOV-2010,680.0
Mizoram,Aizwal,Coffee,Powdered,Kg.,Food,NOV-2010,225.0
Orissa,Bhubneshwar,Coffee,Instant,500gm. Pkt,Food,NOV-2010,650.0
Punjab,Amritsar,Coffee,Instant,500gm. Pkt,Food,NOV-2010,500.0
Punjab,Bhatinda,Coffee,Instant,500gm. Pkt,Food,NOV-2010,600.0
Punjab,Ludhiana,Coffee,Instant,500gm. Pkt,Food,NOV-2010,400.0
Rajasthan,Dausa,Coffee,Instant,500gm. Pkt,Food,NOV-2010,550.0
Rajasthan,Dausa,Coffee,Powdered,Kg.,Food,NOV-2010,300.0
Rajasthan,Udaipur,Coffee,Instant,500gm. Pkt,Food,NOV-2010,575.0
Rajasthan,Udaipur,Coffee,Powdered,Kg.,Food,NOV-2010,1100.0
Telangana,Hyderabad,Coffee,Instant,500gm. Pkt,Food,NOV-2010,319.0
Telangana,Hyderabad,Coffee,Powdered,Kg.,Food,NOV-2010,180.0
Union Territories,Portblair,Coffee,Instant,500gm. Pkt,Food,NOV-2010,70.0
Union Territories,Portblair,Coffee,Powdered,Kg.,Food,NOV-2010,227.0
Uttar Pradesh,Agra,Coffee,Instant,500gm. Pkt,Food,NOV-2010,700.0
Uttar Pradesh,Agra,Coffee,Powdered,Kg.,Food,NOV-2010,1400.0
Uttar Pradesh,Allahabad,Coffee,Instant,500gm. Pkt,Food,NOV-2010,605.0
Uttar Pradesh,Gorakhpur,Coffee,Instant,500gm. Pkt,Food,NOV-2010,440.0
Uttar Pradesh,Gorakhpur,Coffee,Powdered,Kg.,Food,NOV-2010,425.0
Uttar Pradesh,Kanpur,Coffee,Powdered,Kg.,Food,NOV-2010,68.0
Uttar Pradesh,Saharanpur,Coffee,Instant,500gm. Pkt,Food,NOV-2010,485.0
West Bengal,Kolkata,Coffee,Instant,500gm. Pkt,Food,NOV-2010,310.0
Andhra Pradesh,Chittoor,Coffee,Instant,500gm. Pkt,Food,DEC-2010,70.0
Andhra Pradesh,Chittoor,Coffee,Powdered,Kg.,Food,DEC-2010,220.0
Andhra Pradesh,Guntur,Coffee,Instant,500gm. Pkt,Food,DEC-2010,390.0
Andhra Pradesh,Guntur,Coffee,Powdered,Kg.,Food,DEC-2010,230.0
Andhra Pradesh,Kurnool,Coffee,Instant,500gm. Pkt,Food,DEC-2010,39.0
Andhra Pradesh,Kurnool,Coffee,Powdered,Kg.,Food,DEC-2010,160.0
Andhra Pradesh,Vishakhapatnam,Coffee,Instant,500gm. Pkt,Food,DEC-2010,140.0
Andhra Pradesh,Vishakhapatnam,Coffee,Powdered,Kg.,Food,DEC-2010,220.0
Assam,Dibrugarh,Coffee,Instant,500gm. Pkt,Food,DEC-2010,580.0
Assam,Guwahati,Coffee,Instant,500gm. Pkt,Food,DEC-2010,575.0
Assam,Guwahati,Coffee,Powdered,Kg.,Food,DEC-2010,185.0
Bihar,Patna,Coffee,Instant,500gm. Pkt,Food,DEC-2010,670.0
Goa,Panaji,Coffee,Instant,500gm. Pkt,Food,DEC-2010,650.0
Goa,Panaji,Coffee,Powdered,Kg.,Food,DEC-2010,160.0
Gujarat,Gandhi Nagar,Coffee,Instant,500gm. Pkt,Food,DEC-2010,65.0
Gujarat,Gandhi Nagar,Coffee,Powdered,Kg.,Food,DEC-2010,34.0
Haryana,Hissar,Coffee,Instant,500gm. Pkt,Food,DEC-2010,350.0
Haryana,Karnal,Coffee,Instant,500gm. Pkt,Food,DEC-2010,480.0
Jammu Kashmir,Jammu,Coffee,Instant,500gm. Pkt,Food,DEC-2010,73.0
Jammu Kashmir,Jammu,Coffee,Powdered,Kg.,Food,DEC-2010,120.0
Karnataka,Hubli,Coffee,Powdered,Kg.,Food,DEC-2010,220.0
Kerala,Ernakulam,Coffee,Instant,500gm. Pkt,Food,DEC-2010,592.0
Kerala,Trivandrum,Coffee,Instant,500gm. Pkt,Food,DEC-2010,420.0
Kerala,Trivandrum,Coffee,Powdered,Kg.,Food,DEC-2010,220.0
Madhya Pradesh,Bhopal,Coffee,Instant,500gm. Pkt,Food,DEC-2010,540.0
Meghalaya,Shillong,Coffee,Instant,500gm. Pkt,Food,DEC-2010,68.0
Mizoram,Aizwal,Coffee,Instant,500gm. Pkt,Food,DEC-2010,680.0
Mizoram,Aizwal,Coffee,Powdered,Kg.,Food,DEC-2010,225.0
Orissa,Bhubneshwar,Coffee,Instant,500gm. Pkt,Food,DEC-2010,650.0
Punjab,Amritsar,Coffee,Instant,500gm. Pkt,Food,DEC-2010,500.0
Punjab,Bhatinda,Coffee,Instant,500gm. Pkt,Food,DEC-2010,650.0
Punjab,Ludhiana,Coffee,Instant,500gm. Pkt,Food,DEC-2010,400.0
Rajasthan,Dausa,Coffee,Instant,500gm. Pkt,Food,DEC-2010,545.0
Rajasthan,Dausa,Coffee,Powdered,Kg.,Food,DEC-2010,300.0
Rajasthan,Udaipur,Coffee,Instant,500gm. Pkt,Food,DEC-2010,575.0
Rajasthan,Udaipur,Coffee,Powdered,Kg.,Food,DEC-2010,1100.0
Telangana,Hyderabad,Coffee,Instant,500gm. Pkt,Food,DEC-2010,319.0
Telangana,Hyderabad,Coffee,Powdered,Kg.,Food,DEC-2010,180.0
Union Territories,Portblair,Coffee,Instant,500gm. Pkt,Food,DEC-2010,700.0
Union Territories,Portblair,Coffee,Powdered,Kg.,Food,DEC-2010,227.0
Uttar Pradesh,Agra,Coffee,Instant,500gm. Pkt,Food,DEC-2010,700.0
Uttar Pradesh,Agra,Coffee,Powdered,Kg.,Food,DEC-2010,1400.0
Uttar Pradesh,Allahabad,Coffee,Instant,500gm. Pkt,Food,DEC-2010,605.0
Uttar Pradesh,Gorakhpur,Coffee,Instant,500gm. Pkt,Food,DEC-2010,440.0
Uttar Pradesh,Gorakhpur,Coffee,Powdered,Kg.,Food,DEC-2010,425.0
Uttar Pradesh,Kanpur,Coffee,Powdered,Kg.,Food,DEC-2010,68.0
Uttar Pradesh,Saharanpur,Coffee,Instant,500gm. Pkt,Food,DEC-2010,485.0
West Bengal,Kolkata,Coffee,Instant,500gm. Pkt,Food,DEC-2010,310.0
Andhra Pradesh,Chittoor,Coffee,Instant,500gm. Pkt,Food,JAN-2011,65.0
Andhra Pradesh,Chittoor,Coffee,Powdered,Kg.,Food,JAN-2011,224.0
Andhra Pradesh,Guntur,Coffee,Instant,500gm. Pkt,Food,JAN-2011,390.0
Andhra Pradesh,Kurnool,Coffee,Instant,500gm. Pkt,Food,JAN-2011,39.0
Andhra Pradesh,Kurnool,Coffee,Powdered,Kg.,Food,JAN-2011,160.0
Andhra Pradesh,Vishakhapatnam,Coffee,Instant,500gm. Pkt,Food,JAN-2011,140.0
Andhra Pradesh,Vishakhapatnam,Coffee,Powdered,Kg.,Food,JAN-2011,224.0
Assam,Dibrugarh,Coffee,Instant,500gm. Pkt,Food,JAN-2011,580.0
Assam,Guwahati,Coffee,Instant,500gm. Pkt,Food,JAN-2011,575.0
Assam,Guwahati,Coffee,Powdered,Kg.,Food,JAN-2011,185.0
Bihar,Patna,Coffee,Instant,500gm. Pkt,Food,JAN-2011,670.0
Goa,Panaji,Coffee,Instant,500gm. Pkt,Food,JAN-2011,650.0
Goa,Panaji,Coffee,Powdered,Kg.,Food,JAN-2011,160.0
Gujarat,Gandhi Nagar,Coffee,Instant,500gm. Pkt,Food,JAN-2011,65.0
Gujarat,Gandhi Nagar,Coffee,Powdered,Kg.,Food,JAN-2011,34.0
Gujarat,Vadodra,Coffee,Instant,500gm. Pkt,Food,JAN-2011,450.0
Gujarat,Vadodra,Coffee,Powdered,Kg.,Food,JAN-2011,900.0
Haryana,Hissar,Coffee,Instant,500gm. Pkt,Food,JAN-2011,350.0
Haryana,Karnal,Coffee,Instant,500gm. Pkt,Food,JAN-2011,480.0
Jammu Kashmir,Jammu,Coffee,Instant,500gm. Pkt,Food,JAN-2011,73.0
Jammu Kashmir,Jammu,Coffee,Powdered,Kg.,Food,JAN-2011,120.0
Karnataka,Hubli,Coffee,Powdered,Kg.,Food,JAN-2011,220.0
Karnataka,Tumkur,Coffee,Instant,500gm. Pkt,Food,JAN-2011,120.0
Karnataka,Tumkur,Coffee,Powdered,Kg.,Food,JAN-2011,180.0
Kerala,Ernakulam,Coffee,Instant,500gm. Pkt,Food,JAN-2011,608.0
Kerala,Trivandrum,Coffee,Instant,500gm. Pkt,Food,JAN-2011,420.0
Kerala,Trivandrum,Coffee,Powdered,Kg.,Food,JAN-2011,220.0
Madhya Pradesh,Bhopal,Coffee,Instant,500gm. Pkt,Food,JAN-2011,540.0
Mizoram,Aizwal,Coffee,Instant,500gm. Pkt,Food,JAN-2011,680.0
Mizoram,Aizwal,Coffee,Powdered,Kg.,Food,JAN-2011,225.0
Orissa,Bhubneshwar,Coffee,Instant,500gm. Pkt,Food,JAN-2011,650.0
Punjab,Amritsar,Coffee,Instant,500gm. Pkt,Food,JAN-2011,500.0
Punjab,Bhatinda,Coffee,Instant,500gm. Pkt,Food,JAN-2011,650.0
Punjab,Ludhiana,Coffee,Instant,500gm. Pkt,Food,JAN-2011,400.0
Rajasthan,Dausa,Coffee,Instant,500gm. Pkt,Food,JAN-2011,544.0
Rajasthan,Dausa,Coffee,Powdered,Kg.,Food,JAN-2011,310.0
Rajasthan,Udaipur,Coffee,Instant,500gm. Pkt,Food,JAN-2011,575.0
Rajasthan,Udaipur,Coffee,Powdered,Kg.,Food,JAN-2011,1100.0
Union Territories,Portblair,Coffee,Instant,500gm. Pkt,Food,JAN-2011,700.0
Union Territories,Portblair,Coffee,Powdered,Kg.,Food,JAN-2011,225.0
Uttar Pradesh,Agra,Coffee,Instant,500gm. Pkt,Food,JAN-2011,700.0
Uttar Pradesh,Agra,Coffee,Powdered,Kg.,Food,JAN-2011,1400.0
Uttar Pradesh,Allahabad,Coffee,Instant,500gm. Pkt,Food,JAN-2011,605.0
Uttar Pradesh,Gorakhpur,Coffee,Instant,500gm. Pkt,Food,JAN-2011,440.0
Uttar Pradesh,Gorakhpur,Coffee,Powdered,Kg.,Food,JAN-2011,425.0
Uttar Pradesh,Kanpur,Coffee,Powdered,Kg.,Food,JAN-2011,68.0
Uttar Pradesh,Saharanpur,Coffee,Instant,500gm. Pkt,Food,JAN-2011,485.0
West Bengal,Kolkata,Coffee,Instant,500gm. Pkt,Food,JAN-2011,310.0
Andhra Pradesh,Chittoor,Coffee,Instant,500gm. Pkt,Food,FEB-2011,68.0
Andhra Pradesh,Chittoor,Coffee,Powdered,Kg.,Food,FEB-2011,220.0
Andhra Pradesh,Guntur,Coffee,Instant,500gm. Pkt,Food,FEB-2011,390.0
Andhra Pradesh,Kurnool,Coffee,Instant,500gm. Pkt,Food,FEB-2011,39.0
Andhra Pradesh,Kurnool,Coffee,Powdered,Kg.,Food,FEB-2011,160.0
Andhra Pradesh,Vishakhapatnam,Coffee,Instant,500gm. Pkt,Food,FEB-2011,140.0
Andhra Pradesh,Vishakhapatnam,Coffee,Powdered,Kg.,Food,FEB-2011,224.0
Assam,Guwahati,Coffee,Instant,500gm. Pkt,Food,FEB-2011,575.0
Assam,Guwahati,Coffee,Powdered,Kg.,Food,FEB-2011,185.0
Bihar,Patna,Coffee,Instant,500gm. Pkt,Food,FEB-2011,690.0
Goa,Panaji,Coffee,Instant,500gm. Pkt,Food,FEB-2011,650.0
Goa,Panaji,Coffee,Powdered,Kg.,Food,FEB-2011,160.0
Gujarat,Gandhi Nagar,Coffee,Instant,500gm. Pkt,Food,FEB-2011,72.0
Gujarat,Gandhi Nagar,Coffee,Powdered,Kg.,Food,FEB-2011,35.0
Gujarat,Vadodra,Coffee,Instant,500gm. Pkt,Food,FEB-2011,450.0
Gujarat,Vadodra,Coffee,Powdered,Kg.,Food,FEB-2011,900.0
Haryana,Hissar,Coffee,Instant,500gm. Pkt,Food,FEB-2011,350.0
Haryana,Karnal,Coffee,Instant,500gm. Pkt,Food,FEB-2011,480.0
Jammu Kashmir,Jammu,Coffee,Instant,500gm. Pkt,Food,FEB-2011,73.0
Jammu Kashmir,Jammu,Coffee,Powdered,Kg.,Food,FEB-2011,120.0
Karnataka,Hubli,Coffee,Powdered,Kg.,Food,FEB-2011,240.0
Karnataka,Tumkur,Coffee,Instant,500gm. Pkt,Food,FEB-2011,120.0
Karnataka,Tumkur,Coffee,Powdered,Kg.,Food,FEB-2011,180.0
Kerala,Ernakulam,Coffee,Instant,500gm. Pkt,Food,FEB-2011,608.0
Kerala,Trivandrum,Coffee,Instant,500gm. Pkt,Food,FEB-2011,420.0
Kerala,Trivandrum,Coffee,Powdered,Kg.,Food,FEB-2011,220.0
Madhya Pradesh,Bhopal,Coffee,Instant,500gm. Pkt,Food,FEB-2011,540.0
Mizoram,Aizwal,Coffee,Instant,500gm. Pkt,Food,FEB-2011,680.0
Mizoram,Aizwal,Coffee,Powdered,Kg.,Food,FEB-2011,225.0
Orissa,Bhubneshwar,Coffee,Instant,500gm. Pkt,Food,FEB-2011,650.0
Punjab,Amritsar,Coffee,Instant,500gm. Pkt,Food,FEB-2011,500.0
Punjab,Bhatinda,Coffee,Instant,500gm. Pkt,Food,FEB-2011,650.0
Punjab,Ludhiana,Coffee,Instant,500gm. Pkt,Food,FEB-2011,400.0
Rajasthan,Dausa,Coffee,Instant,500gm. Pkt,Food,FEB-2011,545.0
Rajasthan,Dausa,Coffee,Powdered,Kg.,Food,FEB-2011,312.0
Rajasthan,Udaipur,Coffee,Instant,500gm. Pkt,Food,FEB-2011,625.0
Rajasthan,Udaipur,Coffee,Powdered,Kg.,Food,FEB-2011,1200.0
Telangana,Hyderabad,Coffee,Instant,500gm. Pkt,Food,FEB-2011,319.0
Telangana,Hyderabad,Coffee,Powdered,Kg.,Food,FEB-2011,180.0
Union Territories,Portblair,Coffee,Instant,500gm. Pkt,Food,FEB-2011,70.0
Union Territories,Portblair,Coffee,Powdered,Kg.,Food,FEB-2011,45.0
Uttar Pradesh,Agra,Coffee,Instant,500gm. Pkt,Food,FEB-2011,700.0
Uttar Pradesh,Agra,Coffee,Powdered,Kg.,Food,FEB-2011,1400.0
Uttar Pradesh,Allahabad,Coffee,Instant,500gm. Pkt,Food,FEB-2011,605.0
Uttar Pradesh,Gorakhpur,Coffee,Instant,500gm. Pkt,Food,FEB-2011,440.0
Uttar Pradesh,Gorakhpur,Coffee,Powdered,Kg.,Food,FEB-2011,425.0
Uttar Pradesh,Kanpur,Coffee,Powdered,Kg.,Food,FEB-2011,68.0
Uttar Pradesh,Saharanpur,Coffee,Instant,500gm. Pkt,Food,FEB-2011,485.0
West Bengal,Kolkata,Coffee,Instant,500gm. Pkt,Food,FEB-2011,310.0
Andhra Pradesh,Chittoor,Coffee,Instant,500gm. Pkt,Food,MAR-2011,72.0
Andhra Pradesh,Chittoor,Coffee,Powdered,Kg.,Food,MAR-2011,224.0
Andhra Pradesh,Guntur,Coffee,Instant,500gm. Pkt,Food,MAR-2011,390.0
Andhra Pradesh,Kurnool,Coffee,Powdered,Kg.,Food,MAR-2011,160.0
Andhra Pradesh,Vishakhapatnam,Coffee,Instant,500gm. Pkt,Food,MAR-2011,140.0
Andhra Pradesh,Vishakhapatnam,Coffee,Powdered,Kg.,Food,MAR-2011,224.0
Assam,Dibrugarh,Coffee,Instant,500gm. Pkt,Food,MAR-2011,680.0
Assam,Guwahati,Coffee,Instant,500gm. Pkt,Food,MAR-2011,575.0
Assam,Guwahati,Coffee,Powdered,Kg.,Food,MAR-2011,185.0
Bihar,Patna,Coffee,Instant,500gm. Pkt,Food,MAR-2011,680.0
Goa,Panaji,Coffee,Instant,500gm. Pkt,Food,MAR-2011,650.0
Goa,Panaji,Coffee,Powdered,Kg.,Food,MAR-2011,160.0
Gujarat,Gandhi Nagar,Coffee,Instant,500gm. Pkt,Food,MAR-2011,74.0
Gujarat,Gandhi Nagar,Coffee,Powdered,Kg.,Food,MAR-2011,36.0
Gujarat,Vadodra,Coffee,Instant,500gm. Pkt,Food,MAR-2011,450.0
Gujarat,Vadodra,Coffee,Powdered,Kg.,Food,MAR-2011,900.0
Haryana,Hissar,Coffee,Instant,500gm. Pkt,Food,MAR-2011,350.0
Haryana,Karnal,Coffee,Instant,500gm. Pkt,Food,MAR-2011,480.0
Jammu Kashmir,Jammu,Coffee,Instant,500gm. Pkt,Food,MAR-2011,73.0
Jammu Kashmir,Jammu,Coffee,Powdered,Kg.,Food,MAR-2011,120.0
Karnataka,Hubli,Coffee,Powdered,Kg.,Food,MAR-2011,220.0
Karnataka,Tumkur,Coffee,Instant,500gm. Pkt,Food,MAR-2011,120.0
Karnataka,Tumkur,Coffee,Powdered,Kg.,Food,MAR-2011,180.0
Kerala,Ernakulam,Coffee,Instant,500gm. Pkt,Food,MAR-2011,608.0
Kerala,Trivandrum,Coffee,Instant,500gm. Pkt,Food,MAR-2011,420.0
Kerala,Trivandrum,Coffee,Powdered,Kg.,Food,MAR-2011,220.0
Madhya Pradesh,Bhopal,Coffee,Instant,500gm. Pkt,Food,MAR-2011,540.0
Mizoram,Aizwal,Coffee,Instant,500gm. Pkt,Food,MAR-2011,680.0
Mizoram,Aizwal,Coffee,Powdered,Kg.,Food,MAR-2011,235.0
Orissa,Bhubneshwar,Coffee,Instant,500gm. Pkt,Food,MAR-2011,650.0
Punjab,Bhatinda,Coffee,Instant,500gm. Pkt,Food,MAR-2011,650.0
Punjab,Ludhiana,Coffee,Instant,500gm. Pkt,Food,MAR-2011,400.0
Rajasthan,Dausa,Coffee,Instant,500gm. Pkt,Food,MAR-2011,545.0
Rajasthan,Dausa,Coffee,Powdered,Kg.,Food,MAR-2011,315.0
Rajasthan,Udaipur,Coffee,Instant,500gm. Pkt,Food,MAR-2011,625.0
Rajasthan,Udaipur,Coffee,Powdered,Kg.,Food,MAR-2011,1200.0
Telangana,Hyderabad,Coffee,Instant,500gm. Pkt,Food,MAR-2011,319.0
Telangana,Hyderabad,Coffee,Powdered,Kg.,Food,MAR-2011,180.0
Union Territories,Portblair,Coffee,Instant,500gm. Pkt,Food,MAR-2011,72.0
Union Territories,Portblair,Coffee,Powdered,Kg.,Food,MAR-2011,45.0
Uttar Pradesh,Agra,Coffee,Instant,500gm. Pkt,Food,MAR-2011,700.0
Uttar Pradesh,Agra,Coffee,Powdered,Kg.,Food,MAR-2011,1400.0
Uttar Pradesh,Allahabad,Coffee,Instant,500gm. Pkt,Food,MAR-2011,605.0
Uttar Pradesh,Gorakhpur,Coffee,Instant,500gm. Pkt,Food,MAR-2011,440.0
Uttar Pradesh,Gorakhpur,Coffee,Powdered,Kg.,Food,MAR-2011,425.0
Uttar Pradesh,Kanpur,Coffee,Powdered,Kg.,Food,MAR-2011,68.0
Uttar Pradesh,Saharanpur,Coffee,Instant,500gm. Pkt,Food,MAR-2011,485.0
West Bengal,Kolkata,Coffee,Instant,500gm. Pkt,Food,MAR-2011,267.0
Andhra Pradesh,Chittoor,Coffee,Instant,500gm. Pkt,Food,APR-2011,72.0
Andhra Pradesh,Chittoor,Coffee,Powdered,Kg.,Food,APR-2011,232.0
Andhra Pradesh,Guntur,Coffee,Instant,500gm. Pkt,Food,APR-2011,390.0
Andhra Pradesh,Kurnool,Coffee,Instant,500gm. Pkt,Food,APR-2011,39.0
Andhra Pradesh,Kurnool,Coffee,Powdered,Kg.,Food,APR-2011,180.0
Andhra Pradesh,Vishakhapatnam,Coffee,Instant,500gm. Pkt,Food,APR-2011,140.0
Andhra Pradesh,Vishakhapatnam,Coffee,Powdered,Kg.,Food,APR-2011,232.0
Assam,Dibrugarh,Coffee,Instant,500gm. Pkt,Food,APR-2011,580.0
Assam,Guwahati,Coffee,Instant,500gm. Pkt,Food,APR-2011,575.0
Assam,Guwahati,Coffee,Powdered,Kg.,Food,APR-2011,185.0
Bihar,Patna,Coffee,Instant,500gm. Pkt,Food,APR-2011,680.0
Goa,Panaji,Coffee,Instant,500gm. Pkt,Food,APR-2011,650.0
Goa,Panaji,Coffee,Powdered,Kg.,Food,APR-2011,160.0
Gujarat,Gandhi Nagar,Coffee,Instant,500gm. Pkt,Food,APR-2011,76.0
Gujarat,Gandhi Nagar,Coffee,Powdered,Kg.,Food,APR-2011,36.0
Gujarat,Vadodra,Coffee,Instant,500gm. Pkt,Food,APR-2011,450.0
Gujarat,Vadodra,Coffee,Powdered,Kg.,Food,APR-2011,900.0
Haryana,Hissar,Coffee,Instant,500gm. Pkt,Food,APR-2011,350.0
Haryana,Karnal,Coffee,Instant,500gm. Pkt,Food,APR-2011,480.0
Jammu Kashmir,Jammu,Coffee,Instant,500gm. Pkt,Food,APR-2011,73.0
Jammu Kashmir,Jammu,Coffee,Powdered,Kg.,Food,APR-2011,120.0
Karnataka,Hubli,Coffee,Powdered,Kg.,Food,APR-2011,260.0
Karnataka,Tumkur,Coffee,Instant,500gm. Pkt,Food,APR-2011,120.0
