Age,Streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects
17,I do not use a streaming service.,0.5,Yes,Yes,No,Video game music,No,Yes,136,Rarely,Sometimes,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Very frequently,6.0,3.0,1.0,1.0,Improve
22,YouTube Music,1.0,Yes,No,No,Video game music,Yes,Yes,80,Rarely,Never,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Very frequently,3.0,3.0,0.0,7.0,No effect
21,Spotify,10.0,Yes,No,No,Metal,Yes,Yes,92,Never,Rarely,Rarely,Never,Never,Very frequently,Never,Rarely,Never,Never,Very frequently,Sometimes,Sometimes,Very frequently,Very frequently,Sometimes,9.0,10.0,2.0,2.0,No effect
19,Spotify,2.0,Yes,No,No,Pop,No,Yes,120,Rarely,Never,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Never,Very frequently,Very frequently,Sometimes,Very frequently,Very frequently,7.0,5.0,0.0,2.0,No effect
34,YouTube Music,1.0,No,No,No,Rock,No,Yes,138,Rarely,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Very frequently,Never,9.0,9.0,6.0,4.0,Improve
18,I do not use a streaming service.,2.0,Yes,Yes,No,Metal,Yes,Yes,150,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Rarely,Very frequently,Sometimes,5.0,7.0,7.0,2.0,Improve
21,Spotify,3.0,Yes,No,No,Country,Yes,No,108,Rarely,Very frequently,Never,Sometimes,Rarely,Rarely,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,0.0,8.0,0.0,5.0,Improve
20,Spotify,3.0,No,No,No,Country,Yes,Yes,119,Rarely,Very frequently,Rarely,Sometimes,Never,Sometimes,Rarely,Sometimes,Never,Never,Never,Very frequently,Very frequently,Rarely,Sometimes,Never,8.0,4.0,3.0,4.0,Improve
19,Spotify,2.0,Yes,No,No,Country,Yes,No,125,Rarely,Very frequently,Rarely,Sometimes,Rarely,Never,Never,Never,Rarely,Rarely,Sometimes,Rarely,Never,Never,Sometimes,Never,7.0,2.0,0.0,7.0,No effect
21,Spotify,1.0,Yes,Yes,No,Pop,Yes,Yes,85,Very frequently,Rarely,Rarely,Sometimes,Never,Rarely,Never,Sometimes,Never,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,Sometimes,Very frequently,5.0,1.0,0.0,0.0,Improve
31,YouTube Music,1.0,No,No,Yes,Folk,Yes,Yes,113,Very frequently,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,4.0,1.0,3.0,0.0,Improve
20,YouTube Music,1.0,No,No,No,Pop,Yes,No,86,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Rarely,Very frequently,Never,Never,Sometimes,Never,3.0,5.0,3.0,0.0,Improve
19,Spotify,5.0,Yes,Yes,No,Rock,Yes,No,141,Sometimes,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Never,Very frequently,Sometimes,Sometimes,Rarely,Very frequently,Never,2.0,2.0,0.0,6.0,Improve
19,Other streaming service,5.0,Yes,No,No,EDM,Yes,Yes,97,Rarely,Never,Very frequently,Sometimes,Never,Sometimes,Rarely,Never,Sometimes,Very frequently,Very frequently,Rarely,Never,Very frequently,Sometimes,Rarely,0.0,1.0,3.0,5.0,Improve
24,I do not use a streaming service.,8.0,Yes,No,Yes,Video game music,Yes,No,120,Sometimes,Rarely,Very frequently,Rarely,Rarely,Very frequently,Very frequently,Rarely,Rarely,Very frequently,Very frequently,Rarely,Rarely,Sometimes,Very frequently,Very frequently,6.0,4.0,8.0,8.0,Improve
20,Other streaming service,0.7,No,No,No,Rock,No,No,144,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Very frequently,Rarely,Never,Very frequently,Rarely,5.0,6.0,8.0,2.0,Improve
15,Spotify,3.0,No,No,No,Video game music,No,No,84,Rarely,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Never,Never,Very frequently,Rarely,Very frequently,Never,Never,Very frequently,Very frequently,6.0,6.0,2.0,6.0,No effect
17,Spotify,7.0,Yes,No,No,Hip hop,No,Yes,84,Never,Never,Rarely,Never,Rarely,Very frequently,Never,Never,Never,Rarely,Rarely,Rarely,Rarely,Very frequently,Rarely,Rarely,8.0,9.0,3.0,4.0,Improve
20,I do not use a streaming service.,1.5,No,Yes,Yes,Video game music,No,Yes,60,Very frequently,Never,Never,Rarely,Rarely,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Very frequently,8.0,4.0,3.0,3.0,Worsen
14,Spotify,4.0,Yes,Yes,Yes,Video game music,Yes,Yes,81,Sometimes,Never,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Never,Very frequently,Never,Sometimes,Rarely,Rarely,Never,Very frequently,8.0,6.0,5.0,7.0,Improve
24,Spotify,4.0,Yes,No,No,Metal,Yes,Yes,150,Sometimes,Rarely,Never,Rarely,Rarely,Rarely,Never,Never,Never,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Never,8.0,8.0,7.0,7.0,Improve
14,Other streaming service,10.0,Yes,No,Yes,Video game music,No,No,95,Rarely,Never,Sometimes,Never,Never,Sometimes,Rarely,Never,Never,Very frequently,Sometimes,Never,Never,Sometimes,Rarely,Very frequently,5.0,2.0,5.0,0.0,Improve
23,Spotify,2.0,Yes,Yes,Yes,Rock,Yes,No,138,Very frequently,Never,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Sometimes,6.0,8.0,4.0,2.0,No effect
22,Spotify,6.0,Yes,No,No,Jazz,Yes,Yes,140,Sometimes,Rarely,Very frequently,Rarely,Rarely,Rarely,Very frequently,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Very frequently,Sometimes,8.0,8.0,7.0,1.0,Improve
25,Spotify,0.5,Yes,Yes,No,Rock,Yes,Yes,139,Rarely,Never,Very frequently,Never,Never,Rarely,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Rarely,Very frequently,Sometimes,10.0,2.0,0.0,0.0,Improve
27,Spotify,2.0,Yes,Yes,Yes,Pop,Yes,Yes,100,Sometimes,Rarely,Very frequently,Never,Never,Sometimes,Very frequently,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,8.0,7.0,7.0,5.0,Improve
17,Apple Music,3.0,Yes,Yes,Yes,Pop,Yes,No,120,Rarely,Rarely,Never,Sometimes,Never,Sometimes,Very frequently,Never,Rarely,Never,Sometimes,Very frequently,Very frequently,Very frequently,Very frequently,Never,8.0,10.0,9.0,2.0,Improve
40,Other streaming service,3.0,Yes,No,No,Rock,Yes,Yes,178,Sometimes,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Rarely,Never,Sometimes,Never,0.0,4.0,4.0,0.0,Improve
18,Spotify,1.0,No,No,No,Pop,Yes,No,100,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Never,Never,Never,Never,Never,Very frequently,Rarely,Sometimes,Sometimes,Rarely,3.0,2.0,0.0,1.0,No effect
16,Spotify,2.5,No,Yes,Yes,Metal,Yes,No,110,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Very frequently,Never,Never,Rarely,Very frequently,Sometimes,5.0,3.0,3.0,1.0,Improve
18,Spotify,1.0,No,No,No,Rock,Yes,Yes,108,Sometimes,Rarely,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Rarely,8.0,9.0,6.0,1.0,Improve
15,I do not use a streaming service.,5.0,Yes,Yes,No,Metal,Yes,No,161,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Rarely,Sometimes,Never,6.0,7.0,8.0,2.0,Improve
20,Apple Music,3.0,Yes,Yes,No,Metal,Yes,No,200,Sometimes,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Rarely,Very frequently,Rarely,Never,Rarely,Very frequently,Sometimes,7.0,4.0,7.0,0.0,Improve
16,Spotify,0.5,No,No,No,Rock,No,Yes,156,Sometimes,Never,Rarely,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Sometimes,Never,Never,Very frequently,Sometimes,8.0,0.0,0.0,0.0,Improve
20,Apple Music,8.0,Yes,Yes,Yes,Country,Yes,No,120,Never,Very frequently,Never,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Sometimes,Never,8.0,9.0,2.0,5.0,No effect
22,Spotify,3.0,Yes,Yes,Yes,Rock,Yes,Yes,90,Never,Very frequently,Rarely,Sometimes,Never,Rarely,Sometimes,Never,Very frequently,Never,Rarely,Sometimes,Very frequently,Sometimes,Very frequently,Never,10.0,10.0,4.0,0.0,Improve
21,Spotify,3.0,Yes,No,No,Hip hop,Yes,Yes,85,Never,Never,Rarely,Never,Never,Very frequently,Rarely,Never,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Very frequently,Never,8.0,8.0,3.0,3.0,Improve
21,Apple Music,5.0,Yes,Yes,No,Metal,Yes,Yes,171,Rarely,Never,Sometimes,Never,Never,Very frequently,Sometimes,Never,Never,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,8.0,7.0,7.0,4.0,Improve
29,Apple Music,1.5,Yes,No,Yes,Rock,Yes,Yes,108,Rarely,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Never,Rarely,Very frequently,Very frequently,Very frequently,Very frequently,Never,8.0,7.0,1.0,2.0,Improve
56,I do not use a streaming service.,1.0,Yes,No,No,Pop,No,No,105,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,6.0,5.0,10.0,2.0,No effect
17,Spotify,2.0,Yes,Yes,No,Pop,Yes,No,76,Sometimes,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Never,Rarely,7.0,6.0,0.0,4.0,Improve
22,Spotify,1.0,Yes,No,No,Pop,No,No,108,Rarely,Rarely,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Never,Very frequently,Never,Never,Rarely,Rarely,7.0,4.0,0.0,0.0,Improve
26,Spotify,4.0,Yes,No,No,Pop,Yes,Yes,140,Sometimes,Sometimes,Rarely,Rarely,Never,Sometimes,Never,Rarely,Never,Rarely,Never,Very frequently,Rarely,Rarely,Very frequently,Rarely,8.0,7.0,2.0,10.0,No effect
30,Spotify,1.0,Yes,No,No,EDM,Yes,Yes,200,Never,Never,Very frequently,Never,Never,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,4.0,4.0,4.0,0.0,Improve
49,Spotify,2.0,Yes,No,No,Folk,Yes,No,147,Rarely,Rarely,Sometimes,Very frequently,Never,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,0.0,0.0,2.0,0.0,No effect
22,Spotify,2.0,Yes,Yes,Yes,EDM,Yes,Yes,120,Rarely,Sometimes,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,Very frequently,6.0,4.0,0.0,1.0,Improve
32,Spotify,2.0,No,No,No,Rock,Yes,No,158,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Never,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Never,4.0,7.0,0.0,0.0,Improve
32,I do not use a streaming service.,1.0,No,No,No,Rock,No,No,110,Rarely,Sometimes,Never,Sometimes,Never,Never,Never,Never,Rarely,Never,Sometimes,Very frequently,Rarely,Never,Very frequently,Never,8.0,4.0,3.0,0.0,No effect
22,YouTube Music,6.0,Yes,No,No,Country,Yes,No,103,Never,Very frequently,Never,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Sometimes,Never,Never,Sometimes,Very frequently,Rarely,5.0,5.0,3.0,3.0,Improve
17,Spotify,2.0,Yes,No,No,Rock,Yes,Yes,93,Never,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,0.0,8.0,0.0,0.0,Improve
21,Spotify,4.0,Yes,Yes,No,Rock,Yes,No,62,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Very frequently,Rarely,Never,Very frequently,Never,7.0,4.0,6.0,1.0,Improve
17,Spotify,1.5,Yes,No,No,Rock,Yes,Yes,180,Very frequently,Never,Rarely,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Rarely,Very frequently,Rarely,8.0,7.0,7.0,3.0,No effect
25,Spotify,3.0,Yes,No,No,Metal,No,No,150,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Very frequently,Sometimes,Sometimes,Never,Very frequently,Sometimes,9.0,8.0,6.0,2.0,Improve
15,Spotify,4.0,Yes,No,Yes,Rock,Yes,No,105,Never,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Very frequently,Sometimes,Very frequently,Sometimes,Rarely,Very frequently,Never,8.0,6.0,4.0,0.0,Improve
13,Spotify,10.0,Yes,No,No,Rap,Yes,No,140,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Rarely,Rarely,Very frequently,Never,Rarely,7.0,2.0,0.0,8.0,Improve
23,Apple Music,3.0,No,No,No,Rock,Yes,No,161,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,7.0,6.0,4.0,2.0,Improve
17,Spotify,3.0,Yes,No,No,Pop,Yes,Yes,120,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Rarely,Very frequently,Never,Very frequently,Never,Very frequently,Very frequently,Very frequently,Very frequently,Rarely,1.0,1.0,1.0,0.0,Improve
59,YouTube Music,2.0,Yes,No,No,Pop,Yes,No,103,Rarely,Never,Very frequently,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Very frequently,Very frequently,Rarely,Sometimes,Never,1.0,1.0,3.0,0.0,Improve
22,Spotify,2.0,Yes,Yes,Yes,Pop,Yes,No,72,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Rarely,Never,Very frequently,Very frequently,Sometimes,Sometimes,Rarely,2.0,7.0,1.0,2.0,Improve
17,Apple Music,3.0,Yes,No,No,Pop,Yes,Yes,113,Sometimes,Rarely,Never,Never,Never,Very frequently,Sometimes,Very frequently,Rarely,Never,Never,Very frequently,Rarely,Very frequently,Sometimes,Rarely,6.0,2.0,3.0,1.0,No effect
27,Spotify,2.0,No,No,No,Pop,No,No,120,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Very frequently,Never,Sometimes,Sometimes,Rarely,7.0,7.0,3.0,2.0,No effect
23,Spotify,5.0,Yes,Yes,No,Video game music,No,No,95,Sometimes,Never,Sometimes,Never,Never,Rarely,Rarely,Rarely,Never,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,8.0,7.0,0.0,3.0,No effect
15,Spotify,6.0,Yes,No,No,Rock,No,No,97,Rarely,Never,Sometimes,Rarely,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Never,Very frequently,Sometimes,8.0,3.0,5.0,2.0,Improve
22,Spotify,3.0,Yes,Yes,Yes,EDM,Yes,No,140,Rarely,Rarely,Very frequently,Sometimes,Rarely,Sometimes,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,5.0,4.0,2.0,0.0,Improve
23,Spotify,5.0,Yes,No,No,Lofi,Yes,Yes,120,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Very frequently,Rarely,Very frequently,Very frequently,Rarely,Very frequently,Very frequently,7.0,10.0,10.0,1.0,Improve
19,Spotify,5.0,Yes,No,No,Country,Yes,Yes,118,Rarely,Very frequently,Never,Very frequently,Sometimes,Rarely,Sometimes,Never,Very frequently,Rarely,Never,Sometimes,Sometimes,Rarely,Sometimes,Never,7.0,6.0,8.0,4.0,Improve
32,Spotify,6.0,Yes,No,No,Rock,No,No,91,Never,Rarely,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Very frequently,Rarely,8.0,7.0,0.0,9.0,Improve
40,Spotify,6.0,Yes,No,No,Rock,Yes,Yes,128,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Never,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,10.0,7.0,3.0,3.0,No effect
21,Spotify,3.0,Yes,No,No,Country,Yes,No,86,Never,Very frequently,Rarely,Sometimes,Rarely,Sometimes,Never,Never,Never,Never,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Never,6.0,5.0,5.0,3.0,Improve
21,Spotify,10.0,Yes,No,No,Rock,Yes,Yes,107,Rarely,Never,Very frequently,Sometimes,Never,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,8.0,7.0,6.0,8.0,No effect
23,Spotify,2.0,Yes,No,No,Video game music,Yes,Yes,180,Sometimes,Never,Very frequently,Never,Never,Rarely,Rarely,Sometimes,Never,Sometimes,Never,Very frequently,Rarely,Sometimes,Sometimes,Very frequently,10.0,7.0,7.0,3.0,Worsen
18,Spotify,1.5,No,No,No,Hip hop,No,No,150,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Very frequently,Never,Sometimes,Sometimes,Never,3.0,7.0,4.0,0.0,Improve
21,I do not use a streaming service.,10.0,Yes,No,No,Pop,Yes,No,112,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Sometimes,Never,9.0,7.0,5.0,5.0,Improve
23,Spotify,3.0,Yes,Yes,Yes,Rock,Yes,Yes,66,Rarely,Rarely,Never,Very frequently,Never,Sometimes,Sometimes,Never,Never,Never,Very frequently,Very frequently,Very frequently,Sometimes,Very frequently,Never,10.0,7.0,0.0,10.0,Improve
13,Spotify,2.5,Yes,No,No,Folk,No,No,118,Never,Sometimes,Never,Very frequently,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Never,Never,8.0,0.0,0.0,3.0,Improve
19,Spotify,3.0,Yes,No,No,K pop,Yes,Yes,110,Sometimes,Rarely,Rarely,Sometimes,Never,Rarely,Never,Very frequently,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Very frequently,Never,6.0,0.0,3.0,0.0,Improve
33,YouTube Music,0.5,Yes,Yes,No,Rock,No,No,80,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Never,Never,Sometimes,Rarely,7.0,9.0,4.0,6.0,Improve
17,YouTube Music,6.0,Yes,Yes,No,Classical,Yes,Yes,120,Very frequently,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Very frequently,Never,Never,Never,Rarely,4.0,2.0,0.0,0.0,Improve
16,Spotify,3.0,Yes,No,No,EDM,Yes,Yes,100,Rarely,Never,Very frequently,Never,Never,Very frequently,Sometimes,Very frequently,Never,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,4.0,2.0,0.0,0.0,Improve
18,YouTube Music,0.5,No,No,No,Rock,Yes,No,66,Rarely,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Very frequently,Never,5.0,3.0,1.0,0.0,No effect
19,Spotify,5.0,Yes,No,No,K pop,Yes,Yes,158,Rarely,Sometimes,Sometimes,Never,Never,Rarely,Rarely,Very frequently,Rarely,Never,Never,Very frequently,Very frequently,Rarely,Rarely,Rarely,4.0,2.0,2.0,1.0,Improve
15,YouTube Music,2.0,No,Yes,No,Rap,Yes,Yes,105,Very frequently,Sometimes,Never,Very frequently,Sometimes,Very frequently,Sometimes,Sometimes,Never,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,4.0,0.0,6.0,5.0,No effect
17,Spotify,2.0,Yes,No,No,Pop,Yes,Yes,208,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Very frequently,Very frequently,Never,Very frequently,Very frequently,Very frequently,7.0,6.0,3.0,1.0,Improve
25,Spotify,2.0,Yes,No,No,Lofi,Yes,Yes,91,Sometimes,Rarely,Sometimes,Rarely,Never,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,7.0,8.0,6.0,2.0,Improve
24,Other streaming service,1.5,Yes,No,No,Video game music,No,Yes,171,Sometimes,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Very frequently,3.0,4.0,1.0,1.0,Improve
23,Spotify,1.0,Yes,Yes,No,Jazz,Yes,No,150,Rarely,Rarely,Very frequently,Never,Rarely,Never,Very frequently,Rarely,Rarely,Never,Sometimes,Rarely,Sometimes,Never,Very frequently,Sometimes,9.0,7.0,2.0,1.0,Improve
16,Spotify,10.0,Yes,Yes,No,EDM,Yes,Yes,180,Rarely,Rarely,Very frequently,Sometimes,Never,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,10.0,9.0,3.0,2.0,Improve
16,Spotify,15.0,Yes,Yes,Yes,EDM,Yes,No,85,Rarely,Never,Very frequently,Never,Never,Rarely,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Never,Very frequently,Very frequently,Sometimes,8.0,10.0,9.0,2.0,Improve
20,I do not use a streaming service.,0.5,No,No,No,Metal,Yes,Yes,150,Sometimes,Rarely,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,8.0,9.0,6.0,4.0,Improve
17,Spotify,3.0,Yes,No,No,Metal,Yes,No,104,Never,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Never,Never,Never,Very frequently,Never,Rarely,Sometimes,Very frequently,Never,5.0,6.0,9.0,9.0,Improve
20,Spotify,4.0,Yes,No,No,Hip hop,Yes,No,85,Never,Rarely,Very frequently,Rarely,Never,Very frequently,Never,Never,Never,Never,Never,Sometimes,Sometimes,Very frequently,Sometimes,Never,3.0,2.0,1.0,6.0,Improve
21,Spotify,1.0,Yes,No,No,Rock,Yes,No,147,Rarely,Sometimes,Sometimes,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Very frequently,Never,Sometimes,Very frequently,Very frequently,7.0,9.0,1.0,2.0,Improve
43,Spotify,1.0,Yes,No,No,Pop,Yes,No,134,Sometimes,Never,Never,Sometimes,Rarely,Sometimes,Rarely,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Never,3.0,3.0,0.0,0.0,Improve
10,YouTube Music,2.0,Yes,Yes,No,Pop,Yes,Yes,112,Very frequently,Never,Rarely,Never,Never,Rarely,Rarely,Very frequently,Never,Rarely,Never,Very frequently,Never,Rarely,Never,Very frequently,8.0,2.0,1.0,1.0,Improve
27,Spotify,3.0,Yes,No,No,Metal,Yes,Yes,200,Rarely,Rarely,Sometimes,Never,Never,Sometimes,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,4.0,0.0,0.0,0.0,Improve
24,Spotify,3.0,Yes,Yes,No,Classical,No,Yes,75,Very frequently,Never,Never,Never,Rarely,Rarely,Never,Never,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Never,Never,9.0,6.0,1.0,1.0,Improve
17,Apple Music,7.0,Yes,No,No,Rock,No,No,140,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Very frequently,Never,Never,Very frequently,Sometimes,8.0,7.0,7.0,4.0,Improve
19,Spotify,6.0,Yes,No,No,Metal,Yes,No,111,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Sometimes,1.0,0.0,0.0,0.0,Improve
16,YouTube Music,3.0,Yes,No,No,Rock,Yes,Yes,150,Sometimes,Never,Sometimes,Never,Never,Rarely,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Sometimes,5.0,7.0,1.0,4.0,Improve
33,Apple Music,4.0,Yes,Yes,Yes,Lofi,Yes,Yes,114,Sometimes,Rarely,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,8.0,8.0,2.0,2.0,Improve
32,I do not use a streaming service.,3.0,Yes,Yes,No,Rock,No,Yes,93,Very frequently,Sometimes,Sometimes,Sometimes,Never,Never,Very frequently,Rarely,Rarely,Never,Very frequently,Rarely,Never,Rarely,Very frequently,Rarely,2.0,2.0,8.0,0.0,No effect
15,Pandora,2.0,Yes,Yes,No,Pop,Yes,No,145,Rarely,Sometimes,Never,Never,Never,Never,Never,Rarely,Very frequently,Never,Never,Very frequently,Sometimes,Sometimes,Never,Never,6.0,0.0,0.0,2.0,Improve
27,YouTube Music,3.0,Yes,No,No,Metal,Yes,Yes,100,Very frequently,Very frequently,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Very frequently,Sometimes,Never,Rarely,Very frequently,Rarely,2.0,0.0,1.0,0.0,Improve
20,I do not use a streaming service.,2.0,Yes,No,No,Rock,Yes,No,114,Rarely,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Never,Very frequently,Sometimes,6.0,2.0,6.0,7.0,No effect
23,I do not use a streaming service.,2.0,Yes,No,No,Pop,Yes,Yes,109,Rarely,Very frequently,Never,Rarely,Very frequently,Very frequently,Sometimes,Rarely,Never,Rarely,Never,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,6.0,1.0,0.0,5.0,Improve
16,Other streaming service,3.0,Yes,Yes,Yes,Classical,No,No,72,Very frequently,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Never,Rarely,9.0,7.0,10.0,6.0,No effect
17,Other streaming service,0.0,No,No,No,Video game music,No,Yes,89,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Never,Never,Never,Very frequently,10.0,0.0,0.0,0.0,No effect
14,Spotify,1.0,Yes,Yes,No,Pop,Yes,No,140,Rarely,Rarely,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,6.0,6.0,3.0,0.0,Improve
